b,n,c,m,dis
201317,37,201415,69,222.14999949971252
201317,37,201416,125,150.81104263090475
201317,37,201417,21,129.00679670623404
201317,37,201418,34,251.0002671629736
201317,37,201419,65,385.09698195972084
201317,37,201420,25,209.69051108612533
201317,37,201421,58,178.8835980696432
201317,37,201422,102,361.4710123332751
201317,37,201423,24,113.22781245121496
201317,37,201501,27,120.77865712113218
201317,37,201502,16,191.68270498563345
201317,37,201503,24,185.56283782917524
201317,37,201504,50,288.4457231695163
201317,37,201505,10,180.57383072211306
201317,37,201506,69,371.25977970415005
201317,37,201507,44,274.5531843722652
201317,37,201508,79,160.437224007251
201317,37,201509,113,353.02058115537784
201317,37,201510,119,134.01306580914948
201317,37,201511,58,327.8592606671265
201317,37,201512,58,238.50929984779648
201317,37,201513,107,369.1690533617898
201317,37,201514,25,112.0185919169891
201317,37,201515,124,405.5524288269921
201317,37,201516,46,321.70536397267483
201317,37,201517,40,309.90895983597085
201317,37,201518,11,94.48528129618062
201317,37,201519,23,121.2737410972395
201317,37,201520,20,156.88824582587978
201317,37,201521,80,317.2797251259903
201317,37,201522,75,214.25333266822375
201317,37,201523,23,192.5872538608159
201317,37,201524,53,201.87821028583494
201317,37,201525,46,245.07399410670362
201317,37,201526,38,234.95102822574677
201317,37,201527,40,219.6443333364946
201317,37,201601,94,443.3173655108003
201317,37,201602,5,272.39517455138804
201317,37,201603,43,131.80098406536806
201317,37,201604,61,161.4102859782499
201317,37,201605,22,138.1498538467635
201317,37,201606,19,176.08829422377104
201317,37,201607,16,163.90960341574893
201317,37,201608,37,145.6676163241317
201317,37,201609,15,138.5933408785002
201317,37,201610,56,231.8493221185543
201317,37,201611,6,178.79637274590587
201317,37,201612,32,109.18242074162394
201317,37,201613,15,150.24884004897987
201317,37,201614,85,486.8782857500068
201317,37,201615,4,143.80344699843386
201317,37,201616,99,332.45298166054255
201317,37,201617,80,248.53376464342261
201317,37,201618,80,409.640105134087
201317,37,201620,28,271.72401616169475
201317,37,201621,101,249.6597039616481
201317,37,201622,76,353.8253962605864
201317,37,201623,26,136.82769577709158
201317,37,201624,11,148.49989539076768
201317,37,201625,56,121.79682070754366
201317,37,201626,66,305.63073937539207
201317,37,201701,9,100.89642343382775
201317,37,201702,46,116.6757561275352
201317,37,201703,19,177.8112696158418
201317,37,201704,44,134.63199350943174
201317,37,201705,115,288.1494181199003
201317,37,201706,24,234.7198671479814
201317,37,201707,25,108.87045088050787
201317,37,201709,68,135.06053404935824
201317,37,201710,80,132.60392829098916
201317,37,201711,26,213.48571429031017
201317,37,201712,33,281.73451592330224
201317,37,201713,84,193.342380568452
201317,37,201714,51,149.36717175471324
201317,37,201715,37,173.04230656154542
201317,37,201716,81,102.40667689427028
201317,37,201717,38,93.38538199541495
201317,37,201718,120,321.6064472194344
201317,37,201719,80,202.08619935075222
201317,37,201720,85,181.4268250759596
201317,37,201721,51,258.4916622650322
201317,37,201722,37,175.99812785649456
201317,37,201723,66,194.299013490436
201317,37,201724,62,147.54289154396713
201317,37,201725,23,156.6842506303821
201317,37,201726,64,166.01518126240867
201317,37,201727,43,177.51590535314475
201317,37,201801,19,165.07442150546717
201317,37,201802,29,181.03658692152757
201317,37,201803,42,161.69618422834225
201317,37,201804,108,162.30403170452192
201317,37,201805,37,136.9595713187807
201317,37,201806,22,86.6055995310342
201317,37,201807,46,92.22644513813368
201317,37,201808,71,364.0824019430154
201317,37,201809,51,219.2724566373083
201317,37,201810,112,141.86691291143606
201317,37,201811,18,195.1779100805636
201317,37,201812,104,164.83215496586007
201317,37,201813,43,192.92224355408595
201317,37,201814,83,121.69051880747477
201317,37,201815,21,132.27006097741477
201317,37,201817,8,287.51369467448785
201317,37,201818,94,132.15533612810668
201317,37,201819,78,237.09555952327395
201317,37,201820,36,219.34178496439898
201317,37,201821,48,363.54740108706983
201317,37,201822,105,497.04762207598236
201317,37,201823,63,117.84262923380174
201317,37,201824,69,383.20252396823327
201317,37,201825,54,304.3979683356529
201317,37,201826,86,426.48545544519294
201317,37,201827,9,145.24376664164197
201317,37,201828,37,190.00738812598195
201317,37,201829,27,142.65317371873633
201317,37,201901,30,167.8001220769251
201317,37,201902,52,310.6790828290384
201317,37,201903,6,145.49349364595895
201317,37,201904,47,128.82492785933175
201317,37,201905,94,115.94730536919619
201317,37,201906,9,101.96696126104369
201317,37,201907,77,158.2483483649664
201317,37,201908,29,166.50013680008058
201317,37,201909,158,424.11195503027307
201317,37,201910,62,153.2794976361953
201317,37,201911,61,129.13915200054777
201317,37,201912,52,180.94719219605582
201317,37,201913,127,400.5554743253274
201317,37,201914,26,138.04634604488325
201317,37,201915,31,240.00459941896477
201317,37,201916,6,143.83859689958723
201317,37,201917,65,118.3024742960832
201317,37,201918,85,161.44310382988115
201317,37,201919,44,376.8240339965095
201317,37,201920,27,67.90860528186889
201317,37,201921,36,245.68060117194398
201317,37,201922,33,141.99542527560808
201317,37,201923,33,275.283291736514
201317,37,201924,135,219.39511963346177
201317,37,201925,33,215.14543590652488
201317,37,201926,58,98.88583791958754
201317,37,201927,25,82.5074743079881
201317,37,201928,88,245.8549670490253
201317,37,201929,82,223.04209260793147
201317,37,202001,32,134.43171264487918
201317,37,202002,54,132.3016031112782
201317,37,202003,33,129.88075892318128
201317,37,202004,98,141.6826003458408
201317,37,202005,36,214.25356079115306
201317,37,202006,33,133.32870642155035
201317,37,202007,50,134.1781382238656
201317,37,202008,133,239.29140576528627
201317,37,202009,103,342.44474198210264
201317,37,202010,47,280.3518803631908
201317,37,202011,62,154.59242100881477
201317,37,202012,18,59.75580385122512
201317,37,202013,20,209.81196698117932
201317,37,202014,32,92.27275675063377
201317,37,202015,17,130.07012574910354
201317,37,202016,66,162.74897594402606
201317,37,202017,127,212.89428696556752
201317,37,202018,66,254.0696700764325
201317,37,202019,124,383.2092985347778
201317,37,202020,99,152.26846061884945
201317,37,202021,45,158.18903258434207
201317,37,202022,97,268.85048645284996
201317,37,202023,36,146.5040360107276
201318,15,201001,8,133.57496464091307
201318,15,201002,75,234.01874311232453
201318,15,201003,85,258.1554915979085
201318,15,201004,65,109.72105103834468
201318,15,201005,42,206.3222314410475
201318,15,201006,124,294.4669024582501
201318,15,201007,49,122.62648590314839
201318,15,201008,36,178.73654619873614
201318,15,201009,67,136.83602249753915
201318,15,201010,66,180.47012656785213
201318,15,201011,97,310.83290825320745
201318,15,201012,19,85.73843257943791
201318,15,201013,141,520.3586397726225
201318,15,201014,45,174.86537521919382
201318,15,201101,57,137.44423917035908
201318,15,201102,63,288.8257394039835
201318,15,201103,34,159.81624781896573
201318,15,201104,100,271.07050527707514
201318,15,201105,80,149.8433997730446
201318,15,201106,40,206.47961792240568
201318,15,201107,2,133.29720741446727
201318,15,201108,82,229.450163700917
201318,15,201109,125,327.82864979494025
201318,15,201110,24,113.4385665971163
201318,15,201111,107,365.0467646201516
201318,15,201112,40,139.51709816119558
201318,15,201113,5,104.81955738501098
201318,15,201114,11,114.81501170616548
201318,15,201115,55,151.61795126848648
201318,15,201116,21,56.3076078633847
201318,15,201117,80,262.9103537251892
201318,15,201118,47,217.68830102602297
201318,15,201119,82,253.98849028411348
201318,15,201120,19,153.36926051177943
201318,15,201121,18,134.1947280073812
201318,15,201201,10,179.76632823538665
201318,15,201202,14,105.78387127808011
201318,15,201203,27,134.74921075909796
201318,15,201204,34,212.86850225138818
201318,15,201205,81,218.4758931418198
201318,15,201206,42,129.6769300755003
201318,15,201207,30,92.8426544833165
201318,15,201208,82,253.18716793706588
201318,15,201209,116,268.71907888470315
201318,15,201210,75,190.6077588459288
201318,15,201211,101,252.24678839926244
201318,15,201212,4,118.0869295352916
201318,15,201213,77,194.18654108166905
201318,15,201214,228,433.38136605253186
201318,15,201215,82,257.5294157955553
201318,15,201216,48,299.233168300222
201318,15,201217,86,479.2849170048352
201318,15,201218,16,94.47109141365476
201318,15,201219,6,102.04542655562317
201318,15,201220,45,218.65094469127183
201318,15,201221,76,283.19562644427054
201318,15,201222,13,77.92973730254681
201318,15,201223,78,283.25561328514294
201318,15,201224,66,314.44169558135883
201318,15,201225,12,130.71150715181165
201318,15,201301,37,233.78531044234015
201318,15,201302,11,209.38663552591683
201318,15,201303,20,123.86532033792827
201318,15,201304,52,109.69377022772635
201318,15,201305,68,242.76631215570728
201318,15,201306,59,187.35000047323905
201318,15,201307,71,285.4450614687232
201318,15,201308,47,164.3973625311331
201318,15,201309,58,205.04571808135012
201318,15,201310,35,194.0193535203628
201318,15,201311,99,319.3461554223207
201318,15,201312,88,193.22209093055696
201318,15,201313,28,201.60704811129955
201318,15,201314,2,164.92795887411455
201318,15,201315,84,146.13024550498997
201318,15,201316,5,188.9365021591959
201318,15,201317,37,136.61414668666296
201318,15,201318,15,0.0
201318,15,201319,91,406.8397838096832
201318,15,201320,24,81.43940982428269
201318,15,201321,71,274.5735216316729
201318,15,201322,12,63.577420218489216
201318,15,201323,83,264.1825757249772
201318,15,201324,27,140.43882684611862
201318,15,201325,98,288.4059310571318
201318,15,201326,22,105.2126221237065
201318,15,201327,45,253.40938229466767
201318,15,201328,24,207.39652138576741
201318,15,201329,108,309.78184704279033
201318,15,201330,85,376.61968305485004
201318,15,201331,15,140.1982127601449
201318,15,201401,8,178.6289957757926
201318,15,201402,8,127.4302469281443
201318,15,201403,20,118.4757907211975
201318,15,201404,19,172.71655809608828
201318,15,201405,13,128.62785555537815
201318,15,201406,6,66.50633321453196
201318,15,201407,40,151.67497668187903
201318,15,201408,76,302.1007522921194
201318,15,201409,107,388.9430294013252
201318,15,201410,112,222.980563207719
201318,15,201411,75,323.7645958662922
201318,15,201412,92,158.3942592351167
201318,15,201413,19,281.204575685769
201318,15,201414,20,57.586977174183566
201318,15,201415,69,216.15363218621312
201318,15,201416,125,187.31487484357007
201318,15,201417,21,61.00738192506419
201318,15,201418,34,173.12440553027116
201318,15,201419,65,343.4548945428127
201318,15,201420,25,179.7789953327061
201318,15,201421,58,217.14348230626655
201318,15,201422,102,355.8257891269156
201318,15,201423,24,160.15204922550592
201318,15,201501,27,152.51720084451642
201318,15,201502,16,156.89737526050703
201318,15,201503,24,143.74597905161207
201318,15,201504,50,265.2652798262876
201318,15,201505,10,172.72532764823117
201318,15,201506,69,277.61240570658543
201318,15,201507,44,205.41086151411767
201318,15,201508,79,270.244537946117
201318,15,201509,113,335.2792592277841
201318,15,201510,119,244.09221019380706
201318,15,201511,58,292.16283401285244
201318,15,201512,58,186.1273890244392
201318,15,201513,107,360.9623435851909
201318,15,201514,25,90.78432109699868
201318,15,201515,124,397.82823077152426
201318,15,201516,46,283.0719341970693
201318,15,201517,40,246.90305492534623
201318,15,201518,11,88.28457104452332
201318,15,201519,23,175.8466350571971
201318,15,201520,20,124.85917821936194
201318,15,201521,80,340.84551439811366
201318,15,201522,75,259.4928941953173
201318,15,201523,23,111.25642479399585
201318,15,201524,53,258.82723217213083
201318,15,201525,46,194.46452169946113
201318,15,201526,38,189.76294942118432
201318,15,201527,40,232.9668244808503
201318,15,201601,94,459.0062132435723
201318,15,201602,5,115.6777299776721
201318,15,201603,43,207.92990430646356
201318,15,201604,61,188.27051113925242
201318,15,201605,22,70.1287064228014
201318,15,201606,19,110.08936429950046
201318,15,201607,16,49.10499668364412
201318,15,201608,37,176.80503748117948
201318,15,201609,15,41.54147753323605
201318,15,201610,56,226.32557424966487
201318,15,201611,6,82.67604865363984
201318,15,201612,32,156.61627754358227
201318,15,201613,15,95.31957028606706
201318,15,201614,85,486.06613219307394
201318,15,201615,4,142.41166303442907
201318,15,201616,99,325.3808060274436
201318,15,201617,80,264.4068599004905
201318,15,201618,80,338.5588110380064
201318,15,201620,28,140.69181164565288
201318,15,201621,101,307.457059695242
201318,15,201622,76,337.560619856526
201318,15,201623,26,123.94731809255762
201318,15,201624,11,109.1902968631871
201318,15,201625,56,198.70169397066846
201318,15,201626,66,319.4535905315458
201318,15,201701,9,112.71486108801231
201318,15,201702,46,170.6148521443188
201318,15,201703,19,76.07632970943025
201318,15,201704,44,195.64704925481973
201318,15,201705,115,295.9208700626932
201318,15,201706,24,145.42440026971465
201318,15,201707,25,147.20881127121473
201318,15,201709,68,195.28486123744213
201318,15,201710,80,210.56943145797646
201318,15,201711,26,135.9030151494928
201318,15,201712,33,182.27817030196283
201318,15,201713,84,224.6691948240727
201318,15,201714,51,168.2624044854844
201318,15,201715,37,91.52100745290562
201318,15,201716,81,250.66834738279258
201318,15,201717,38,162.23405210478367
201318,15,201718,120,318.7275336542024
201318,15,201719,80,247.83578630421184
201318,15,201720,85,237.95140035534342
201318,15,201721,51,200.94318981857919
201318,15,201722,37,66.34541796925002
201318,15,201723,66,232.0047698577838
201318,15,201724,62,217.44072544240436
201318,15,201725,23,162.9309709622492
201318,15,201726,64,226.93617598793708
201318,15,201727,43,197.3479222023946
201318,15,201801,19,156.624005889197
201318,15,201802,29,169.426392417334
201318,15,201803,42,184.12894485025524
201318,15,201804,108,320.653311475322
201318,15,201805,37,95.49481499175592
201318,15,201806,22,137.79424297336735
201318,15,201807,46,91.58654843450458
201318,15,201808,71,337.2363933726386
201318,15,201809,51,209.33617142608838
201318,15,201810,112,177.75927216648606
201318,15,201811,18,104.96740943243783
201318,15,201812,104,195.51971892755594
201318,15,201813,43,130.17986116810178
201318,15,201814,83,165.83637296263623
201318,15,201815,21,84.90844455084522
201318,15,201817,8,151.9499998274184
201318,15,201818,94,190.5391161814413
201318,15,201819,78,239.274420387446
201318,15,201820,36,127.12483599231868
201318,15,201821,48,282.09802357530776
201318,15,201822,105,448.2471397028075
201318,15,201823,63,200.05902388286069
201318,15,201824,69,340.603819397569
201318,15,201825,54,260.5227559995603
201318,15,201826,86,427.6613258063085
201318,15,201827,9,156.03491534010843
201318,15,201828,37,166.39981550890795
201318,15,201829,27,206.84063491429396
201318,15,201901,30,213.77031821805605
201318,15,201902,52,291.53951980544866
201318,15,201903,6,124.84984407853128
201318,15,201904,47,220.45006706266176
201318,15,201905,94,155.17990510066994
201318,15,201906,9,93.8878725788513
201318,15,201907,77,251.6487741763419
201318,15,201908,29,108.75659889035609
201318,15,201909,158,474.6523208352886
201318,15,201910,62,156.78313047008604
201318,15,201911,61,158.23350374775788
201318,15,201912,52,195.16914383501992
201318,15,201913,127,344.8565585196922
201318,15,201914,26,192.34865971227066
201318,15,201915,31,126.91605243480576
201318,15,201916,6,103.56237774363856
201318,15,201917,65,106.88672778891954
201318,15,201918,85,164.43491040603197
201318,15,201919,44,295.7823741150964
201318,15,201920,27,94.60011637404057
201318,15,201921,36,181.92304500995553
201318,15,201922,33,181.33674168825766
201318,15,201923,33,245.2026455049728
201318,15,201924,135,350.4575763550779
201318,15,201925,33,145.7573015633898
201318,15,201926,58,186.24159368621508
201318,15,201927,25,121.24918035295634
201318,15,201928,88,265.2763546627495
201318,15,201929,82,257.53658518216923
201318,15,202001,32,172.537878248718
201318,15,202002,54,181.52312526230645
201318,15,202003,33,192.30817069870565
201318,15,202004,98,174.35573399811656
201318,15,202005,36,142.6786597569866
201318,15,202006,33,129.04039242470895
201318,15,202007,50,174.95368517994115
201318,15,202008,133,261.0096554914018
201318,15,202009,103,346.962919841235
201318,15,202010,47,257.82825502824375
201318,15,202011,62,200.55424551628266
201318,15,202012,18,116.42508878545594
201318,15,202013,20,94.46861426378116
201318,15,202014,32,118.49182055509799
201318,15,202015,17,163.07694276242506
201318,15,202016,66,218.31638396257273
201318,15,202017,127,297.7606984081067
201318,15,202018,66,255.36143412418807
201318,15,202019,124,414.99191746158334
201318,15,202020,99,190.89056012295615
201318,15,202021,45,197.24775213998183
201318,15,202022,97,304.1367399598519
201318,15,202023,36,198.52137294126672
201319,91,201001,8,518.7591328469193
201319,91,201002,75,317.4332834007635
201319,91,201003,85,323.5802103767357
201319,91,201004,65,386.78259846007614
201319,91,201005,42,390.3024561704773
201319,91,201006,124,403.30585259733186
201319,91,201007,49,261.18691295029214
201319,91,201008,36,496.1205003818134
201319,91,201009,67,428.531780458739
201319,91,201010,66,342.43985442133334
201319,91,201011,97,102.17661175636032
201319,91,201012,19,330.2753341587082
201319,91,201013,141,177.9895613962627
201319,91,201014,45,151.53551493861858
201319,91,201101,57,448.1591001764096
201319,91,201102,63,158.72574267777546
201319,91,201103,34,493.93785691471993
201319,91,201104,100,447.1524673095061
201319,91,201105,80,341.4222846030651
201319,91,201106,40,179.82523650565756
201319,91,201107,2,537.3860666832875
201319,91,201108,82,382.03396315118243
201319,91,201109,125,181.01753755119665
201319,91,201110,24,470.3947397546142
201319,91,201111,107,182.45163345787986
201319,91,201112,40,362.001759700107
201319,91,201113,5,561.5863938631595
201319,91,201114,11,518.7785884904308
201319,91,201115,55,260.45298739188735
201319,91,201116,21,410.06054108222526
201319,91,201117,80,211.3432294618416
201319,91,201118,47,495.98771737233153
201319,91,201119,82,158.81425229892545
201319,91,201120,19,514.736001750899
201319,91,201121,18,474.6000136189135
201319,91,201201,10,454.8918936023535
201319,91,201202,14,336.2462374775102
201319,91,201203,27,181.20241398823816
201319,91,201204,34,156.322303390983
201319,91,201205,81,412.8119981954809
201319,91,201206,42,411.0869825751689
201319,91,201207,30,466.343246200396
201319,91,201208,82,220.41770683072514
201319,91,201209,116,210.26727710744206
201319,91,201210,75,298.86853973938776
201319,91,201211,101,194.68923006601136
201319,91,201212,4,597.4284288702517
201319,91,201213,77,306.8751950136819
201319,91,201214,228,245.99039295584979
201319,91,201215,82,173.23435242220538
201319,91,201216,48,139.91979970558262
201319,91,201217,86,144.4449123966736
201319,91,201218,16,460.54132164341
201319,91,201219,6,516.2434617873255
201319,91,201220,45,441.2001196219755
201319,91,201221,76,203.79775716178975
201319,91,201222,13,409.54949494681193
201319,91,201223,78,229.20315227977346
201319,91,201224,66,189.71388981835247
201319,91,201225,12,520.3626987609107
201319,91,201301,37,495.3992864316652
201319,91,201302,11,590.081397219617
201319,91,201303,20,429.77974384768083
201319,91,201304,52,463.85209489024186
201319,91,201305,68,421.3350976188839
201319,91,201306,59,382.22397136458386
201319,91,201307,71,128.10610943559746
201319,91,201308,47,454.71275219965736
201319,91,201309,58,388.13419869138846
201319,91,201310,35,480.0186812153089
201319,91,201311,99,105.14151374261219
201319,91,201312,88,234.24724849306858
201319,91,201313,28,590.2755782612966
201319,91,201314,2,630.7459969253572
201319,91,201315,84,421.5088766762606
201319,91,201316,5,717.748712876007
201319,91,201317,37,385.2034639529591
201319,91,201318,15,406.8397838096832
201319,91,201319,91,0.0
201319,91,201320,24,302.7260282859704
201319,91,201321,71,207.79110581625875
201319,91,201322,12,491.39560164157695
201319,91,201323,83,156.15102419658461
201319,91,201324,27,175.3751302599269
201319,91,201325,98,223.11023961481243
201319,91,201326,22,230.22612901128423
201319,91,201327,45,167.22531445390018
201319,91,201328,24,303.9215780828594
201319,91,201329,108,200.98062813891522
201319,91,201330,85,209.8047137984939
201319,91,201331,15,549.5309425711685
201319,91,201401,8,596.2319599785809
201319,91,201402,8,430.7673446824344
201319,91,201403,20,391.5530228210729
201319,91,201404,19,512.6303325420355
201319,91,201405,13,394.3324063569929
201319,91,201406,6,513.6555510503854
201319,91,201407,40,454.3807002715022
201319,91,201408,76,155.9362162759298
201319,91,201409,107,162.1438285253902
201319,91,201410,112,231.30779127754062
201319,91,201411,75,168.01496264418736
201319,91,201412,92,408.1979243021644
201319,91,201413,19,536.5924039641337
201319,91,201414,20,426.48104479382374
201319,91,201415,69,254.70146782515357
201319,91,201416,125,411.6524366761099
201319,91,201417,21,454.962920292587
201319,91,201418,34,219.99606651192488
201319,91,201419,65,193.47774861929008
201319,91,201420,25,164.84037051719994
201319,91,201421,58,406.7732275990009
201319,91,201422,102,193.0290343236169
201319,91,201423,24,445.58880598146084
201319,91,201501,27,344.88549584573025
201319,91,201502,16,318.87879494274284
201319,91,201503,24,481.22271076150116
201319,91,201504,50,178.89415943434338
201319,91,201505,10,537.8942238989894
201319,91,201506,69,261.3408551249547
201319,91,201507,44,229.034612441665
201319,91,201508,79,408.71772615134967
201319,91,201509,113,177.30482621350555
201319,91,201510,119,310.5912179693677
201319,91,201511,58,235.52556338748238
201319,91,201512,58,296.6982599250583
201319,91,201513,107,149.8780236659864
201319,91,201514,25,509.560676825276
201319,91,201515,124,195.14787305436448
201319,91,201516,46,262.415189477156
201319,91,201517,40,441.5870876101971
201319,91,201518,11,483.9673373961652
201319,91,201519,23,499.0710429328733
201319,91,201520,20,253.38228256703573
201319,91,201521,80,66.74565654282432
201319,91,201522,75,172.39469095807289
201319,91,201523,23,456.55691401430533
201319,91,201524,53,172.6820594513039
201319,91,201525,46,258.2281210238585
201319,91,201526,38,217.7654976988136
201319,91,201527,40,140.98152984785546
201319,91,201601,94,149.49691108372915
201319,91,201602,5,644.0967669572603
201319,91,201603,43,400.8917020757687
201319,91,201604,61,247.32885484221694
201319,91,201605,22,432.0665127946407
201319,91,201606,19,477.5228584263589
201319,91,201607,16,488.77265430096185
201319,91,201608,37,377.72015902181937
201319,91,201609,15,424.7862401257834
201319,91,201610,56,237.42403753916454
201319,91,201611,6,553.6255628005392
201319,91,201612,32,181.67400434884416
201319,91,201613,15,521.6752245507639
201319,91,201614,85,123.1997431948489
201319,91,201615,4,508.82248307314336
201319,91,201616,99,189.61523004372688
201319,91,201617,80,123.05641559293615
201319,91,201618,80,230.99297596475725
201319,91,201620,28,339.64350610421104
201319,91,201621,101,139.25993347308864
201319,91,201622,76,112.26477573188245
201319,91,201623,26,290.5238197809946
201319,91,201624,11,541.6227452312617
201319,91,201625,56,400.33153855178676
201319,91,201626,66,127.07846577424701
201319,91,201701,9,520.4205749921161
201319,91,201702,46,409.13042351621016
201319,91,201703,19,483.46806200928825
201319,91,201704,44,432.89350279859224
201319,91,201705,115,282.06115189191405
201319,91,201706,24,541.6497958539737
201319,91,201707,25,492.94833207133183
201319,91,201709,68,234.3419603581577
201319,91,201710,80,425.30248881590967
201319,91,201711,26,568.1813233819024
201319,91,201712,33,411.2531335566208
201319,91,201713,84,184.11945409603894
201319,91,201714,51,393.7370536063597
201319,91,201715,37,381.0861626150487
201319,91,201716,81,460.5787120569077
201319,91,201717,38,513.0501566482202
201319,91,201718,120,240.62812938920226
201319,91,201719,80,231.1235645664502
201319,91,201720,85,226.62379752443394
201319,91,201721,51,223.78320374353893
201319,91,201722,37,394.9725427677974
201319,91,201723,66,249.05903135381598
201319,91,201724,62,426.4556411119024
201319,91,201725,23,523.6061208391474
201319,91,201726,64,473.884332816681
201319,91,201727,43,301.5453631610939
201319,91,201801,19,540.85079053504
201319,91,201802,29,517.999223748642
201319,91,201803,42,200.3346841271767
201319,91,201804,108,488.6993067253688
201319,91,201805,37,441.7407280059433
201319,91,201806,22,462.1027367487552
201319,91,201807,46,319.784858216357
201319,91,201808,71,149.20935650264047
201319,91,201809,51,440.11605725779174
201319,91,201810,112,406.90885519188
201319,91,201811,18,505.6572679961424
201319,91,201812,104,350.23470758849766
201319,91,201813,43,300.81118169537353
201319,91,201814,83,437.82080477394754
201319,91,201815,21,423.99035546633775
201319,91,201817,8,673.9593210154572
201319,91,201818,94,415.1469931531191
201319,91,201819,78,200.60065497705324
201319,91,201820,36,269.08113774716486
201319,91,201821,48,247.00894099822972
201319,91,201822,105,185.3130059920517
201319,91,201823,63,444.98451128630893
201319,91,201824,69,255.47410432765582
201319,91,201825,54,180.41330740416984
201319,91,201826,86,174.37930255291522
201319,91,201827,9,554.1848635041043
201319,91,201828,37,271.3416869415038
201319,91,201829,27,445.9627891323549
201319,91,201901,30,485.6581102483001
201319,91,201902,52,226.1355759302342
201319,91,201903,6,575.0034635260322
201319,91,201904,47,476.86830411606246
201319,91,201905,94,454.7212887028718
201319,91,201906,9,532.3532527038185
201319,91,201907,77,427.18311557897994
201319,91,201908,29,265.51773393309725
201319,91,201909,158,171.2657318295195
201319,91,201910,62,289.7191261859012
201319,91,201911,61,376.0734720684329
201319,91,201912,52,437.33374914572755
201319,91,201913,127,277.40602264298695
201319,91,201914,26,502.41651505041574
201319,91,201915,31,267.7235989310159
201319,91,201916,6,545.5450772106108
201319,91,201917,65,360.79947926204693
201319,91,201918,85,267.3776413556359
201319,91,201919,44,253.65708256318325
201319,91,201920,27,275.26667616511986
201319,91,201921,36,223.76151240900307
201319,91,201922,33,478.09450524353025
201319,91,201923,33,269.1019190885544
201319,91,201924,135,371.7580372355799
201319,91,201925,33,278.53636951188105
201319,91,201926,58,268.3978575548992
201319,91,201927,25,376.01279808761075
201319,91,201928,88,137.53834207942904
201319,91,201929,82,243.9933297347387
201319,91,202001,32,180.01761360708906
201319,91,202002,54,455.13259559213014
201319,91,202003,33,479.0917219301311
201319,91,202004,98,306.5437441588346
201319,91,202005,36,550.0215485289225
201319,91,202006,33,387.9866174041512
201319,91,202007,50,310.17478073723953
201319,91,202008,133,259.24495665768995
201319,91,202009,103,208.4595058923989
201319,91,202010,47,159.7992618753419
201319,91,202011,62,419.68254033892646
201319,91,202012,18,394.26981347065583
201319,91,202013,20,514.6727826268096
201319,91,202014,32,264.20606976884034
201319,91,202015,17,498.75481299583817
201319,91,202016,66,443.431426907961
201319,91,202017,127,294.1085109000012
201319,91,202018,66,210.4835414676673
201319,91,202019,124,173.27653863451582
201319,91,202020,99,354.53832438803204
201319,91,202021,45,434.2341561848888
201319,91,202022,97,169.09020389409628
201319,91,202023,36,539.8092158906139
201320,24,201001,8,183.74713328650597
201320,24,201002,75,270.0277174325224
201320,24,201003,85,294.72934026999076
201320,24,201004,65,173.26919586517457
201320,24,201005,42,237.97347966312762
201320,24,201006,124,310.2857355926755
201320,24,201007,49,118.4395578813467
201320,24,201008,36,210.5334886666486
201320,24,201009,67,181.12316748058987
201320,24,201010,66,220.65263937405612
201320,24,201011,97,250.56414360386853
201320,24,201012,19,49.98397495445667
201320,24,201013,141,370.17581278040365
201320,24,201014,45,105.49091958971688
201320,24,201101,57,202.73492545686352
201320,24,201102,63,205.04435267384602
201320,24,201103,34,218.1062703244571
201320,24,201104,100,306.88824505843326
201320,24,201105,80,213.2652425650126
201320,24,201106,40,155.84674088140773
201320,24,201107,2,187.79686987717432
201320,24,201108,82,274.3913313996139
201320,24,201109,125,232.6915268189769
201320,24,201110,24,106.73257542729237
201320,24,201111,107,325.38797890086045
201320,24,201112,40,122.30618686989365
201320,24,201113,5,158.2097025786029
201320,24,201114,11,168.0041040303152
201320,24,201115,55,94.25108213445873
201320,24,201116,21,82.58316215384751
201320,24,201117,80,254.75936815814183
201320,24,201118,47,253.10800587370335
201320,24,201119,82,288.5616645809596
201320,24,201120,19,209.87598676404076
201320,24,201121,18,190.8777960292475
201320,24,201201,10,227.05162938766242
201320,24,201202,14,105.7247805425919
201320,24,201203,27,107.00143780486171
201320,24,201204,34,160.81360354433664
201320,24,201205,81,247.9081371305598
201320,24,201206,42,184.44409580012174
201320,24,201207,30,160.3972349419496
201320,24,201208,82,252.8926011813468
201320,24,201209,116,214.71827975358698
201320,24,201210,75,245.5813653211639
201320,24,201211,101,242.43203482314684
201320,24,201212,4,165.9247964046907
201320,24,201213,77,227.58558094340387
201320,24,201214,228,313.9892052745938
201320,24,201215,82,174.20856329834513
201320,24,201216,48,213.40676583064956
201320,24,201217,86,326.24293179998637
201320,24,201218,16,120.71546742619222
201320,24,201219,6,151.01371347775557
201320,24,201220,45,233.23064146437133
201320,24,201221,76,176.358464616695
201320,24,201222,13,101.53042412487513
201320,24,201223,78,285.91244590482023
201320,24,201224,66,266.7392847968706
201320,24,201225,12,194.62450116454107
201320,24,201301,37,272.90056198781775
201320,24,201302,11,277.7308010504918
201320,24,201303,20,153.53168182065005
201320,24,201304,52,193.67873901400213
201320,24,201305,68,286.67926206947595
201320,24,201306,59,257.1258984861845
201320,24,201307,71,221.72509258835973
201320,24,201308,47,218.98230408071677
