b,n,c,m,dis
201003,85,201915,31,360.4813026087061
201003,85,201916,6,313.19983566875806
201003,85,201917,65,216.54740294512362
201003,85,201918,85,197.05087871206968
201003,85,201919,44,460.61684583971606
201003,85,201920,27,172.34874168742505
201003,85,201921,36,365.9680685835545
201003,85,201922,33,143.74549048219228
201003,85,201923,33,390.64145306808496
201003,85,201924,135,131.0833648445181
201003,85,201925,33,338.94063594574305
201003,85,201926,58,131.35142501376544
201003,85,201927,25,130.01923357296448
201003,85,201928,88,218.98371142993352
201003,85,201929,82,165.0682567019758
201003,85,202001,32,140.78923978756345
201003,85,202002,54,124.6834817823541
201003,85,202003,33,124.25105361997669
201003,85,202004,98,190.9589222581914
201003,85,202005,36,317.49181563782554
201003,85,202006,33,158.65647063490874
201003,85,202007,50,85.53547674630559
201003,85,202008,133,291.48576920040824
201003,85,202009,103,359.4297160665883
201003,85,202010,47,323.4878131935038
201003,85,202011,62,127.87963012223565
201003,85,202012,18,219.91556923603113
201003,85,202013,20,397.48477166590146
201003,85,202014,32,215.2956737207627
201003,85,202015,17,145.29377522413384
201003,85,202016,66,108.68369383074587
201003,85,202017,127,95.37002756548911
201003,85,202018,66,176.68802828901374
201003,85,202019,124,304.37738862355513
201003,85,202020,99,164.58676454564346
201003,85,202021,45,120.94013450408487
201003,85,202022,97,167.1975210311476
201003,85,202023,36,190.53203062819833
201004,65,201001,8,172.73817795113538
201004,65,201002,75,171.8027741533681
201004,65,201003,85,173.90412963381954
201004,65,201004,65,0.0
201004,65,201005,42,168.70170089869836
201004,65,201006,124,215.49878300010306
201004,65,201007,49,146.34166790847286
201004,65,201008,36,160.5070564953927
201004,65,201009,67,65.98187434635169
201004,65,201010,66,104.46429777914322
201004,65,201011,97,272.77560112925886
201004,65,201012,19,175.6761289922518
201004,65,201013,141,476.2087305425583
201004,65,201014,45,174.31969680247468
201004,65,201101,57,132.41853149207432
201004,65,201102,63,317.2038023853942
201004,65,201103,34,144.8204562051388
201004,65,201104,100,192.87782763606185
201004,65,201105,80,112.19144298973909
201004,65,201106,40,223.83120033578032
201004,65,201107,2,191.29416546841605
201004,65,201108,82,160.0695239497591
201004,65,201109,125,298.85538176648123
201004,65,201110,24,219.37726230578954
201004,65,201111,107,316.05676044687897
201004,65,201112,40,139.9778006161501
201004,65,201113,5,201.52517858172865
201004,65,201114,11,137.19472314175223
201004,65,201115,55,179.7980579937994
201004,65,201116,21,168.85510298535783
201004,65,201117,80,214.74552616758052
201004,65,201118,47,190.34955712085042
201004,65,201119,82,194.5316746125741
201004,65,201120,19,181.12690825249265
201004,65,201121,18,177.24637576626975
201004,65,201201,10,231.79311314768887
201004,65,201202,14,153.72196917224878
201004,65,201203,27,145.21184462770182
201004,65,201204,34,256.7844450094304
201004,65,201205,81,164.79213483142243
201004,65,201206,42,103.71809271888273
201004,65,201207,30,80.45327228260525
201004,65,201208,82,190.94512617186962
201004,65,201209,116,211.10694187802275
201004,65,201210,75,163.1206287092148
201004,65,201211,101,191.03673812825977
201004,65,201212,4,250.79212151060128
201004,65,201213,77,141.34630070602032
201004,65,201214,228,356.6733601128431
201004,65,201215,82,280.4130029042915
201004,65,201216,48,313.58576302063005
201004,65,201217,86,480.7724235298582
201004,65,201218,16,129.5260940542833
201004,65,201219,6,162.23079014394665
201004,65,201220,45,200.2371647019407
201004,65,201221,76,259.7375690869627
201004,65,201222,13,122.9206811571749
201004,65,201223,78,217.9374843915041
201004,65,201224,66,309.8098031629472
201004,65,201225,12,180.0854269201453
201004,65,201301,37,233.29022262415535
201004,65,201302,11,292.84138040229914
201004,65,201303,20,104.0710251305726
201004,65,201304,52,100.98758739168298
201004,65,201305,68,175.15115250484718
201004,65,201306,59,146.41872099612758
201004,65,201307,71,278.76581465556245
201004,65,201308,47,121.98898899721827
201004,65,201309,58,149.64221599265633
201004,65,201310,35,174.910735903962
201004,65,201311,99,268.19282160497795
201004,65,201312,88,133.79319519661334
201004,65,201313,28,339.61432686061846
201004,65,201314,2,368.4791839317507
201004,65,201315,84,84.08401440536413
201004,65,201316,5,397.2203455226114
201004,65,201317,37,88.23604309294075
201004,65,201318,15,109.72105103834468
201004,65,201319,91,386.78259846007614
201004,65,201320,24,173.26919586517457
201004,65,201321,71,225.42901102340178
201004,65,201322,12,146.20041804920479
201004,65,201323,83,231.78885138930136
201004,65,201324,27,194.20165721829892
201004,65,201325,98,231.70326507615954
201004,65,201326,22,197.33399186570557
201004,65,201327,45,262.7126348721708
201004,65,201328,24,333.5521439254778
201004,65,201329,108,244.01789620094192
201004,65,201330,85,369.20121696899724
201004,65,201331,15,205.40951579909628
201004,65,201401,8,270.48692948269985
201004,65,201402,8,169.694922238017
201004,65,201403,20,215.6693098213123
201004,65,201404,19,222.51810407999758
201004,65,201405,13,194.10941871420465
201004,65,201406,6,127.90813913876654
201004,65,201407,40,151.49359933462745
201004,65,201408,76,310.8850358163054
201004,65,201409,107,353.03143012958583
201004,65,201410,112,172.2218764422067
201004,65,201411,75,320.66532522117313
201004,65,201412,92,88.71269614628143
201004,65,201413,19,410.9390567245444
201004,65,201414,20,100.30390060970946
201004,65,201415,69,192.88721593700313
201004,65,201416,125,107.10745185913184
201004,65,201417,21,143.07000218241254
201004,65,201418,34,243.5867422480152
201004,65,201419,65,362.04333914682013
201004,65,201420,25,223.96350985429243
201004,65,201421,58,177.58282585869625
201004,65,201422,102,336.5523910004383
201004,65,201423,24,177.38992492398057
201004,65,201501,27,151.56792063439602
201004,65,201502,16,257.03523724737266
201004,65,201503,24,211.5683624222251
201004,65,201504,50,274.3215099280237
201004,65,201505,10,291.42373360365224
201004,65,201506,69,345.8431888713601
201004,65,201507,44,263.4618936025082
201004,65,201508,79,204.48979259299298
201004,65,201509,113,337.6184203390681
201004,65,201510,119,180.53230340247475
201004,65,201511,58,312.92018887472665
201004,65,201512,58,223.89403902134313
201004,65,201513,107,349.13555735929754
201004,65,201514,25,162.84807353771507
201004,65,201515,124,395.0298826567534
201004,65,201516,46,325.77182462312754
201004,65,201517,40,318.8427688356147
201004,65,201518,11,129.38341540482764
201004,65,201519,23,193.35203603830973
201004,65,201520,20,179.41502319886862
201004,65,201521,80,320.2103240034612
201004,65,201522,75,195.19103376010813
201004,65,201523,23,209.74566933359026
201004,65,201524,53,223.38482909126097
201004,65,201525,46,246.52451138839055
201004,65,201526,38,219.92661851733075
201004,65,201527,40,219.7999518452377
201004,65,201601,94,434.16723812298505
201004,65,201602,5,303.5268789312839
201004,65,201603,43,169.34405375288068
201004,65,201604,61,131.7926308730786
201004,65,201605,22,145.47212279845414
201004,65,201606,19,220.46932423145154
201004,65,201607,16,156.7811865612085
201004,65,201608,37,148.5422426522094
201004,65,201609,15,127.41612998290356
201004,65,201610,56,247.49306880374266
201004,65,201611,6,180.92965141523587
201004,65,201612,32,116.67083126100057
201004,65,201613,15,132.05547319970498
201004,65,201614,85,473.24470699343533
201004,65,201615,4,186.69669492014555
201004,65,201616,99,318.36264224626285
201004,65,201617,80,231.52797260353253
201004,65,201618,80,388.219509958075
201004,65,201620,28,275.17291466827356
201004,65,201621,101,246.37350962259774
201004,65,201622,76,335.12575576613347
201004,65,201623,26,182.67198224386544
201004,65,201624,11,205.6088983505312
201004,65,201625,56,155.76846466924746
201004,65,201626,66,296.9012220660866
201004,65,201701,9,164.26295681321145
201004,65,201702,46,113.56190379703042
201004,65,201703,19,144.25596163601858
201004,65,201704,44,168.58747895955398
201004,65,201705,115,304.0731009137453
201004,65,201706,24,268.31540869182027
201004,65,201707,25,139.67718294182998
201004,65,201709,68,142.06869081297577
201004,65,201710,80,144.4073871259482
201004,65,201711,26,275.02685166563805
201004,65,201712,33,314.2001508039657
201004,65,201713,84,168.39634162334963
201004,65,201714,51,136.93152835101
201004,65,201715,37,182.55114236952775
201004,65,201716,81,187.3523195969072
201004,65,201717,38,156.8637394914222
201004,65,201718,120,306.32665510916553
201004,65,201719,80,188.2818500146922
201004,65,201720,85,173.06593449410457
201004,65,201721,51,254.53418002539226
201004,65,201722,37,135.65428656896717
201004,65,201723,66,190.70070658104416
201004,65,201724,62,163.80090312368813
201004,65,201725,23,199.35183256457202
201004,65,201726,64,212.90382033511452
201004,65,201727,43,182.74137036138927
201004,65,201801,19,208.1667935480199
201004,65,201802,29,209.04682543577462
201004,65,201803,42,201.51811518881064
201004,65,201804,108,233.9608382452448
201004,65,201805,37,117.51764698396302
201004,65,201806,22,100.41631622120265
201004,65,201807,46,80.94135035815872
201004,65,201808,71,355.37671777771476
201004,65,201809,51,184.5618996575263
201004,65,201810,112,103.600170389316
201004,65,201811,18,232.2456603539596
201004,65,201812,104,168.63670866833678
201004,65,201813,43,179.16490166327773
201004,65,201814,83,127.68009572034647
201004,65,201815,21,123.35428375487939
201004,65,201817,8,356.0790140344755
201004,65,201818,94,112.00990215966704
201004,65,201819,78,230.67191033972946
201004,65,201820,36,213.63820963344696
201004,65,201821,48,352.9248226882468
201004,65,201822,105,464.0093700610964
201004,65,201823,63,145.88261227245886
201004,65,201824,69,374.301458410506
201004,65,201825,54,285.8668555305233
201004,65,201826,86,420.84633129615696
201004,65,201827,9,223.8174294113211
201004,65,201828,37,185.01100452370878
201004,65,201829,27,217.54539882390193
201004,65,201901,30,240.07446688548464
201004,65,201902,52,307.51360000138885
201004,65,201903,6,247.5810425444012
201004,65,201904,47,180.61776040751192
201004,65,201905,94,87.82584455061601
201004,65,201906,9,136.02080444093554
201004,65,201907,77,178.2868322547814
201004,65,201908,29,124.99077688251366
201004,65,201909,158,430.295058666129
201004,65,201910,62,169.60322489889128
201004,65,201911,61,101.65384570027022
201004,65,201912,52,158.70376921685371
201004,65,201913,127,375.2009152749721
201004,65,201914,26,188.76087897276128
201004,65,201915,31,211.53733537071952
201004,65,201916,6,179.85799607259256
201004,65,201917,65,104.4845803096204
201004,65,201918,85,112.5085067268875
201004,65,201919,44,360.47714473752967
201004,65,201920,27,92.92918844977645
201004,65,201921,36,253.866679202275
201004,65,201922,33,179.50822111689325
201004,65,201923,33,297.2683202021436
201004,65,201924,135,280.7077241742537
201004,65,201925,33,214.88235786652592
201004,65,201926,58,153.4535413753601
201004,65,201927,25,91.25114836494978
201004,65,201928,88,240.40343191689794
201004,65,201929,82,209.3044293746412
201004,65,202001,32,159.96517415692998
201004,65,202002,54,132.16054437883304
201004,65,202003,33,173.01004876314838
201004,65,202004,98,96.73485110642088
201004,65,202005,36,190.38253095257477
201004,65,202006,33,95.36038876941382
201004,65,202007,50,113.98853479160115
201004,65,202008,133,241.10992908235423
201004,65,202009,103,343.8714668691969
201004,65,202010,47,277.7764163181199
201004,65,202011,62,157.40206697915596
201004,65,202012,18,107.66213640080535
201004,65,202013,20,222.63571151088956
201004,65,202014,32,107.00657266451714
201004,65,202015,17,186.87355277105087
201004,65,202016,66,150.7346057765813
201004,65,202017,127,220.02046142700783
201004,65,202018,66,228.2396518165471
201004,65,202019,124,381.0485868291281
201004,65,202020,99,152.88633997314136
201004,65,202021,45,176.74927494563082
201004,65,202022,97,254.50500388596885
201004,65,202023,36,215.4753984858767
201005,42,201001,8,163.01715249626955
201005,42,201002,75,85.0627117782224
201005,42,201003,85,68.02663689080421
201005,42,201004,65,168.70170089869836
201005,42,201005,42,0.0
201005,42,201006,124,143.92185067215854
201005,42,201007,49,223.27442449006253
201005,42,201008,36,123.5081545314488
201005,42,201009,67,168.52306719207365
201005,42,201010,66,104.06125482255513
201005,42,201011,97,288.73323660098765
201005,42,201012,19,240.91863089700374
201005,42,201013,141,465.1591440793993
201005,42,201014,45,213.08059264287527
201005,42,201101,57,176.47966052613705
201005,42,201102,63,349.5834858605503
201005,42,201103,34,115.39094474814793
201005,42,201104,100,80.98960386411291
201005,42,201105,80,215.83146348336385
201005,42,201106,40,270.5127649372687
201005,42,201107,2,174.61034084174716
201005,42,201108,82,68.81145423377009
201005,42,201109,125,375.151000034883
201005,42,201110,24,283.1984442774339
201005,42,201111,107,291.4259903340088
201005,42,201112,40,190.52824773983826
201005,42,201113,5,272.25665228839637
201005,42,201114,11,174.2479113659174
201005,42,201115,55,230.47004525152883
201005,42,201116,21,264.68258439028523
201005,42,201117,80,171.08112782449822
201005,42,201118,47,84.46659306883014
201005,42,201119,82,143.9073820739736
201005,42,201120,19,122.91402581584309
201005,42,201121,18,109.77763852479211
201005,42,201201,10,87.96258087599315
201005,42,201202,14,184.44583644912285
201005,42,201203,27,139.34993629440504
201005,42,201204,34,264.7307932732664
201005,42,201205,81,135.41071260764818
201005,42,201206,42,108.92002010292127
201005,42,201207,30,169.1926053711796
201005,42,201208,82,139.49886027484962
201005,42,201209,116,227.3932448692964
201005,42,201210,75,246.78843655565063
201005,42,201211,101,231.93759968976602
201005,42,201212,4,306.71921349024734
201005,42,201213,77,108.82284795833199
201005,42,201214,228,370.3126315087632
201005,42,201215,82,346.78571080824423
201005,42,201216,48,344.69489897099345
201005,42,201217,86,496.1150049654295
201005,42,201218,16,198.24776121100288
201005,42,201219,6,213.089255639816
201005,42,201220,45,108.04431464021569
201005,42,201221,76,285.6761447694044
201005,42,201222,13,198.90486721997578
201005,42,201223,78,145.3757438264957
201005,42,201224,66,295.7721521442071
